Id,VariableName,Description,AssetType,Manufacturer,RailroadId,VariableType,ParsingRule,ParsingStructure
0x4074,Eth1 tx bytes,Eth1 tx bytes,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4074,Eth1 tx bytes,Eth1 tx bytes,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4074,PTC Vital Configuration,Ptc Vital Configuration,Wayside Interface Unit,GETS,Others,string,string,{}
0x4074,      Eth_Port3_Logging      ,Eth_Port3_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4075,Eth1 tx packets,Eth1 tx packets,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4075,Eth1 tx packets,Eth1 tx packets,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4075,VEMP.WiuAddress,Vemp.Wiuaddress,Wayside Interface Unit,GETS,Others,string,string,{}
0x4075,      Echelon_Logging        ,Echelon_Logging,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4076,Eth1 tx dropped,Eth1 tx dropped,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4076,Eth1 tx dropped,Eth1 tx dropped,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4076,VEMP.TimeMessBeforeSendWSM,Vemp.Timemessbeforesendwsm,Wayside Interface Unit,GETS,Others,string,string,{}
0x4076,Diag_Verbosity               ,Diag_Verbosity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4077,VEMP.TimeMessDev ,Vemp.Timemessdev ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4077,      Console_DLog_Verbosity ,Console_DLog_Verbosity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4078,VEMP.IgnoredTimeDif ,Vemp.Ignoredtimedif ,Wayside Interface Unit,GETS,Others,string,string,{}
0x4078,      Console_CDL_Log_Verbosity,Console_CDL_Log_Verbosity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4079,VEMP.MaxSecsTimeChange,Vemp.Maxsecstimechange,Wayside Interface Unit,GETS,Others,string,string,{}
0x4079,      Cartridge1_DLog_Verbosity,Cartridge1_DLog_Verbosity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x407A,VEMP.MaxTimeChangeWithinMins,Vemp.Maxtimechangewithinmins,Wayside Interface Unit,GETS,Others,string,string,{}
0x407A,DNS                  ,DNS,Wayside Interface Unit,Invensys,Others,string,string,{}
0x407B,VEMP.WiuEnabled,Vemp.Wiuenabled,Wayside Interface Unit,GETS,Others,string,string,{}
0x407B,      DNS NameServer1            ,DNS NameServer1,Wayside Interface Unit,Invensys,Others,string,string,{}
0x407C,PTC Non-Vital Configuration,Ptc Non-Vital Configuration,Wayside Interface Unit,GETS,Others,string,string,{}
0x407C,      DNS NameServer2            ,DNS NameServer2,Wayside Interface Unit,Invensys,Others,string,string,{}
0x407D,WIUGEN.BcnContinuous,Wiugen.Bcncontinuous,Wayside Interface Unit,GETS,Others,string,string,{}
0x407D,      DNS NameServer3            ,DNS NameServer3,Wayside Interface Unit,Invensys,Others,string,string,{}
0x407E,WIUGEN.BcnOnChange,Wiugen.Bcnonchange,Wayside Interface Unit,GETS,Others,string,string,{}
0x407E,Router                  ,Router,Wayside Interface Unit,Invensys,Others,string,string,{}
0x407F,WIUGEN.ExtTimeUpdTimeout,Wiugen.Exttimeupdtimeout,Wayside Interface Unit,GETS,Others,string,string,{}
0x407F,      Route_Tbl_Entry_Timeout,Route_Tbl_Entry_Timeout,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4080,Filesystem checksum,Filesystem checksum,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4080,Filesystem checksum,Filesystem checksum,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4080,WIUGEN.BcnRate,Wiugen.Bcnrate,Wayside Interface Unit,GETS,Others,string,string,{}
0x4080,Laptop_Serial_Port           ,Laptop_Serial_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4081,LileeOS cell report,LileeOS cell report,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4081,LileeOS cell report,LileeOS cell report,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4081,WIUGEN.BcnBitTime,Wiugen.Bcnbittime,Wayside Interface Unit,GETS,Others,string,string,{}
0x4081,      Laptop_Serial_Port Baud_Rate              ,Laptop_Serial_Port Baud_Rate,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4082,Raven cell report,Raven cell report,Platform,"Lilee Systems, Ltd.",Others,string,json,{}
0x4082,Raven cell report,Raven cell report,Radio,"Meteorcomm,LLC",Others,string,json,{}
0x4082,WIUGEN.BcnEndTime,Wiugen.Bcnendtime,Wayside Interface Unit,GETS,Others,string,string,{}
0x4082,      Laptop_Serial_Port Data_Bits              ,Laptop_Serial_Port Data_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4083,LileeOS maint IP,LileeOS maint IP,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4083,LileeOS maint IP,LileeOS maint IP,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4083,WIUGEN.MaxBcnInterval,Wiugen.Maxbcninterval,Wayside Interface Unit,GETS,Others,string,string,{}
0x4083,      Laptop_Serial_Port Parity                 ,Laptop_Serial_Port Parity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4084,EMPWSM.SourceAddress,Empwsm.Sourceaddress,Wayside Interface Unit,GETS,Others,string,string,{}
0x4084,      Laptop_Serial_Port Stop_Bits              ,Laptop_Serial_Port Stop_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4085,EMPWSM.DestinationAddress,Empwsm.Destinationaddress,Wayside Interface Unit,GETS,Others,string,string,{}
0x4085,      Laptop_Serial_Port Flow_Ctrl              ,Laptop_Serial_Port Flow_Ctrl,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4086,EMPWSM.TimeFormat,Empwsm.Timeformat,Wayside Interface Unit,GETS,Others,string,string,{}
0x4086,Serial_Port1                 ,Serial_Port1,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4087,EMPWSM.Encryption,Empwsm.Encryption,Wayside Interface Unit,GETS,Others,string,string,{}
0x4087,      Serial_Port1 Baud_Rate              ,Serial_Port1 Baud_Rate,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4088,EMPWSM.Compression,Empwsm.Compression,Wayside Interface Unit,GETS,Others,string,string,{}
0x4088,      Serial_Port1 Data_Bits              ,Serial_Port1 Data_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4089,EMPWSM.DataIntegrity App,Empwsm.Dataintegrity App,Wayside Interface Unit,GETS,Others,string,string,{}
0x4089,      Serial_Port1 Parity                 ,Serial_Port1 Parity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x408A,EMPWSM.PTC_ReSyncEnable,Empwsm.Ptc_Resyncenable,Wayside Interface Unit,GETS,Others,string,string,{}
0x408A,      Serial_Port1 Stop_Bits              ,Serial_Port1 Stop_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x408B,EMPWSM.TTL_TimedBeacon,Empwsm.Ttl_Timedbeacon,Wayside Interface Unit,GETS,Others,string,string,{}
0x408B,      Serial_Port1 Flow_Ctrl              ,Serial_Port1 Flow_Ctrl,Wayside Interface Unit,Invensys,Others,string,string,{}
0x408C,EMPWSM.QoS_TimedBeacon,Empwsm.Qos_Timedbeacon,Wayside Interface Unit,GETS,Others,string,string,{}
0x408C,      Serial_Port1 Path_Type              ,Serial_Port1 Path_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x408D,EMPWSM.TTL_GetWSM,Empwsm.Ttl_Getwsm,Wayside Interface Unit,GETS,Others,string,string,{}
0x408D,      Serial_Port1 Recovery_Time          ,Serial_Port1 Recovery_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x408E,EMPWSM.QoS_GetWSM,Empwsm.Qos_Getwsm,Wayside Interface Unit,GETS,Others,string,string,{}
0x408E,      Serial_Port1 Test_Period            ,Serial_Port1 Test_Period,Wayside Interface Unit,Invensys,Others,string,string,{}
0x408F,EMPWSM.LRMMaxSecsTimeDif,Empwsm.Lrmmaxsecstimedif,Wayside Interface Unit,GETS,Others,string,string,{}
0x408F,      Serial_Port1 Fail_Count             ,Serial_Port1 Fail_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4090,EMPWSM.NoTimeSyncMessage,Empwsm.Notimesyncmessage,Wayside Interface Unit,GETS,Others,string,string,{}
0x4090,      Serial_Port1 Op_Traffic_Only        ,Serial_Port1 Op_Traffic_Only,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4091,EMPD.DestinationIpAddress.1,Empd.Destinationipaddress.1,Wayside Interface Unit,GETS,Others,string,string,{}
0x4091,      Serial_Port1 RSSI_Value             ,Serial_Port1 RSSI_Value,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4092,EMPD.DestinationIpAddress.2,Empd.Destinationipaddress.2,Wayside Interface Unit,GETS,Others,string,string,{}
0x4092,      Serial_Port1 Protocol               ,Serial_Port1 Protocol,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4093,EMPD.DestinationIpAddress.3,Empd.Destinationipaddress.3,Wayside Interface Unit,GETS,Others,string,string,{}
0x4093,Serial_Port2                 ,Serial_Port2,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4094,EMPD.DestinationIpAddress.4,Empd.Destinationipaddress.4,Wayside Interface Unit,GETS,Others,string,string,{}
0x4094,      Serial_Port2 Baud_Rate              ,Serial_Port2 Baud_Rate,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4095,EMPD.DestinationIpAddress.5,Empd.Destinationipaddress.5,Wayside Interface Unit,GETS,Others,string,string,{}
0x4095,      Serial_Port2 Data_Bits              ,Serial_Port2 Data_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4096,EMPD.DestinationIpAddress.6,Empd.Destinationipaddress.6,Wayside Interface Unit,GETS,Others,string,string,{}
0x4096,      Serial_Port2 Parity                 ,Serial_Port2 Parity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4097,EMPD.DestinationIpAddress.7,Empd.Destinationipaddress.7,Wayside Interface Unit,GETS,Others,string,string,{}
0x4097,      Serial_Port2 Stop_Bits              ,Serial_Port2 Stop_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4098,EMPD.DestinationIpAddress.8,Empd.Destinationipaddress.8,Wayside Interface Unit,GETS,Others,string,string,{}
0x4098,      Serial_Port2 Flow_Ctrl              ,Serial_Port2 Flow_Ctrl,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4099,EMPD.HighAvailabilityEnable,Empd.Highavailabilityenable,Wayside Interface Unit,GETS,Others,string,string,{}
0x4099,      Serial_Port2 Port_Mode              ,Serial_Port2 Port_Mode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x409A,EMPD.Mode,Empd.Mode,Wayside Interface Unit,GETS,Others,string,string,{}
0x409A,      Serial_Port2 Clk_Mode               ,Serial_Port2 Clk_Mode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x409B,EMPD.DataAckEnabled,Empd.Dataackenabled,Wayside Interface Unit,GETS,Others,string,string,{}
0x409B,      Serial_Port2 TX_Clk_Source          ,Serial_Port2 TX_Clk_Source,Wayside Interface Unit,Invensys,Others,string,string,{}
0x409C,EMPD.DestinationIpPort.1,Empd.Destinationipport.1,Wayside Interface Unit,GETS,Others,string,string,{}
0x409C,      Serial_Port2 Path_Type              ,Serial_Port2 Path_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x409D,EMPD.DestinationIpPort.2,Empd.Destinationipport.2,Wayside Interface Unit,GETS,Others,string,string,{}
0x409D,      Serial_Port2 Recovery_Time          ,Serial_Port2 Recovery_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x409E,EMPD.DestinationIpPort.3,Empd.Destinationipport.3,Wayside Interface Unit,GETS,Others,string,string,{}
0x409E,      Serial_Port2 Test_Period            ,Serial_Port2 Test_Period,Wayside Interface Unit,Invensys,Others,string,string,{}
0x409F,EMPD.DestinationIpPort.4,Empd.Destinationipport.4,Wayside Interface Unit,GETS,Others,string,string,{}
0x409F,      Serial_Port2 Fail_Count             ,Serial_Port2 Fail_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A0,EMPD.DestinationIpPort.5,Empd.Destinationipport.5,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A0,      Serial_Port2 Op_Traffic_Only        ,Serial_Port2 Op_Traffic_Only,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A1,EMPD.DestinationIpPort.6,Empd.Destinationipport.6,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A1,      Serial_Port2 RSSI_Value             ,Serial_Port2 RSSI_Value,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A2,EMPD.DestinationIpPort.7,Empd.Destinationipport.7,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A2,      Serial_Port2 Protocol               ,Serial_Port2 Protocol,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A3,EMPD.DestinationIpPort.8,Empd.Destinationipport.8,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A3,Serial_Port3                 ,Serial_Port3,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A4,EMPD.KeepAliveInterval,Empd.Keepaliveinterval,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A4,      Serial_Port3 Baud_Rate              ,Serial_Port3 Baud_Rate,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A5,EMPD.KeepAliveAckTimeout,Empd.Keepaliveacktimeout,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A5,      Serial_Port3 Data_Bits              ,Serial_Port3 Data_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A6,EMPD.DataAckTimeout,Empd.Dataacktimeout,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A6,      Serial_Port3 Parity                 ,Serial_Port3 Parity,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A7,EMPD.DataNakRetryLimit,Empd.Datanakretrylimit,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A7,      Serial_Port3 Stop_Bits              ,Serial_Port3 Stop_Bits,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A8,EMPD.RetransmitDelay,Empd.Retransmitdelay,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A8,      Serial_Port3 Flow_Ctrl              ,Serial_Port3 Flow_Ctrl,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40A9,EMPD.ConnectionAttemptTimeout,Empd.Connectionattempttimeout,Wayside Interface Unit,GETS,Others,string,string,{}
0x40A9,      Serial_Port3 Path_Type              ,Serial_Port3 Path_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40AA,EMPD.ConnectionDelay,Empd.Connectiondelay,Wayside Interface Unit,GETS,Others,string,string,{}
0x40AA,      Serial_Port3 Recovery_Time          ,Serial_Port3 Recovery_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40AB,EMPD.ConnectionRetryLimit,Empd.Connectionretrylimit,Wayside Interface Unit,GETS,Others,string,string,{}
0x40AB,     Serial_Port3 Test_Period            ,Serial_Port3 Test_Period,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40AC,EMPD.ReconnectionLimit,Empd.Reconnectionlimit,Wayside Interface Unit,GETS,Others,string,string,{}
0x40AC,     Serial_Port3 Fail_Count             ,Serial_Port3 Fail_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40AD,SNMP General Configuration,Snmp General Configuration,Wayside Interface Unit,GETS,Others,string,string,{}
0x40AD,     Serial_Port3 Op_Traffic_Only        ,Serial_Port3 Op_Traffic_Only,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40AE,SNMP.TrapEnable,Snmp.Trapenable,Wayside Interface Unit,GETS,Others,string,string,{}
0x40AE,     Serial_Port3 RSSI_Value             ,Serial_Port3 RSSI_Value,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40AF,SNMP.WiuHeartbeatLogEnable,Snmp.Wiuheartbeatlogenable,Wayside Interface Unit,GETS,Others,string,string,{}
0x40AF,      Serial_Port3 Protocol               ,Serial_Port3 Protocol,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B0,SNMP.DestUdpPort.1,Snmp.Destudpport.1,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B0,Laptop_Eth_Port              ,Laptop_Eth_Port,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B1,SNMP.DestAdd.1,Snmp.Destadd.1,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B1,     Laptop_Eth_Port DHCP                   ,Laptop_Eth_Port DHCP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B2,SNMP.DestUdpPort.2,Snmp.Destudpport.2,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B2,     Laptop_Eth_Port IP_Address             ,Laptop_Eth_Port IP_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B3,SNMP.DestAdd.2,Snmp.Destadd.2,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B3,     Laptop_Eth_Port NetMask                ,Laptop_Eth_Port NetMask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B4,SNMP.DestUdpPort.3,Snmp.Destudpport.3,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B4,     Laptop_Eth_Port Gateway                ,Laptop_Eth_Port Gateway,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B5,SNMP.DestAdd.3,Snmp.Destadd.3,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B5,Eth_Port1                  ,Eth_Port1,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B6,SNMP.DestUdpPort.4,Snmp.Destudpport.4,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B6,      Eth_Port1 DHCP                   ,Eth_Port1 DHCP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B7,SNMP.DestAdd.4,Snmp.Destadd.4,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B7,      Eth_Port1 IP_Address             ,Eth_Port1 IP_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B8,SNMP.WaysideDevType,Snmp.Waysidedevtype,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B8,      Eth_Port1 NetMask                ,Eth_Port1 NetMask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40B9,SNMP.Location,Snmp.Location,Wayside Interface Unit,GETS,Others,string,string,{}
0x40B9,      Eth_Port1 Gateway                ,Eth_Port1 Gateway,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40BA,SNMP.SysName,Snmp.Sysname,Wayside Interface Unit,GETS,Others,string,string,{}
0x40BA,      Eth_Port1 Path_Type              ,Eth_Port1 Path_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40BB,SNMP.SysContact,Snmp.Syscontact,Wayside Interface Unit,GETS,Others,string,string,{}
0x40BB,      Eth_Port1 Recovery_Time          ,Eth_Port1 Recovery_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40BC,SNMP.PriComStr,Snmp.Pricomstr,Wayside Interface Unit,GETS,Others,string,string,{}
0x40BC,      Eth_Port1 Fail_Count             ,Eth_Port1 Fail_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40BD,SNMP.PubComStr,Snmp.Pubcomstr,Wayside Interface Unit,GETS,Others,string,string,{}
0x40BD,      Eth_Port1 Op_Traffic_Only        ,Eth_Port1 Op_Traffic_Only,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40BE,      Eth_Port1 RSSI_Value             ,Eth_Port1 RSSI_Value,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40BF,      Eth_Port1 Protocol               ,Eth_Port1 Protocol,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C0,Eth_Port2                  ,Eth_Port2,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C1,      Eth_Port2 DHCP                   ,Eth_Port2 DHCP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C2,      Eth_Port2 IP_Address             ,Eth_Port2 IP_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C3,      Eth_Port2 NetMask                ,Eth_Port2 NetMask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C4,      Eth_Port2 Gateway                ,Eth_Port2 Gateway,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C5,      Eth_Port2 Path_Type              ,Eth_Port2 Path_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C6,      Eth_Port2 Recovery_Time          ,Eth_Port2 Recovery_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C7,      Eth_Port2 Fail_Count             ,Eth_Port2 Fail_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C8,      Eth_Port2 Op_Traffic_Only        ,Eth_Port2 Op_Traffic_Only,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40C9,      Eth_Port2 RSSI_Value             ,Eth_Port2 RSSI_Value,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40CA,      Eth_Port2 Protocol               ,Eth_Port2 Protocol,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40CB,Eth_Port3                  ,Eth_Port3,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40CC,      Eth_Port3 DHCP                   ,Eth_Port3 DHCP,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40CD,      Eth_Port3 IP_Address             ,Eth_Port3 IP_Address,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40CE,      Eth_Port3 NetMask                ,Eth_Port3 NetMask,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40CF,      Eth_Port3 Gateway                ,Eth_Port3 Gateway,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D0,      Eth_Port3 Path_Type              ,Eth_Port3 Path_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D1,      Eth_Port3 Recovery_Time          ,Eth_Port3 Recovery_Time,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D2,      Eth_Port3 Fail_Count             ,Eth_Port3 Fail_Count,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D3,      Eth_Port3 Op_Traffic_Only        ,Eth_Port3 Op_Traffic_Only,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D4,      Eth_Port3 RSSI_Value             ,Eth_Port3 RSSI_Value,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D5,      Eth_Port3 Protocol               ,Eth_Port3 Protocol,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D6,PTC                  ,PTC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D7,      GEO_PTC_Enabled        ,GEO_PTC_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D8,      Console_as_NV_logic_Ctr,Console_as_NV_logic_Ctr,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40D9,      Log_GEO_Events         ,Log_GEO_Events,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40DA,      Sync_GEO_Sear_Clocks   ,Sync_GEO_Sear_Clocks,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40DB,      WIU_Channel_Enabled    ,WIU_Channel_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40DC,High_Availability            ,High_Availability,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40DD,      HA_Enabled             ,HA_Enabled,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40DE,Module1                  ,Module1,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40DF,      Module1 Name                   ,Module1 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E0,      Module1 Type                   ,Module1 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E1,      Module1 Connection_Type        ,Module1 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E2,      Module1 ATCS_Subnode           ,Module1 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E3,      Module1 Indication_Offset      ,Module1 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E4,      Module1 Indication_Size        ,Module1 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E5,      Module1 Control_Offset         ,Module1 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E6,      Module1 Control_Size           ,Module1 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E7,      Module1 UCN                   ,Module1 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E8,      Module1 MCF_CRC                ,Module1 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40E9,Module2                  ,Module2,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40EA,      Module2 Name                   ,Module2 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40EB,      Module2 Type                   ,Module2 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40EC,      Module2 Connection_Type        ,Module2 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40ED,      Module2 ATCS_Subnode           ,Module2 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40EE,      Module2 Indication_Offset      ,Module2 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40EF,      Module2 Indication_Size        ,Module2 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F0,      Module2 Control_Offset         ,Module2 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F1,      Module2 Control_Size           ,Module2 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F2,      Module2 UCN                   ,Module2 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F3,      Module2 MCF_CRC                ,Module2 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F4,Module3                  ,Module3,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F5,      Module3 Name                   ,Module3 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F6,      Module3 Type                   ,Module3 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F7,      Module3 Connection_Type        ,Module3 Connection_Type,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F8,      Module3 ATCS_Subnode           ,Module3 ATCS_Subnode,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40F9,      Module3 Indication_Offset      ,Module3 Indication_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40FA,      Module3 Indication_Size        ,Module3 Indication_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40FB,      Module3 Control_Offset         ,Module3 Control_Offset,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40FC,      Module3 Control_Size           ,Module3 Control_Size,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40FD,      Module3 UCN                   ,Module3 UCN,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40FE,      Module3 MCF_CRC                ,Module3 MCF_CRC,Wayside Interface Unit,Invensys,Others,string,string,{}
0x40FF,Module4                  ,Module4,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4100,Input Voltage,Supply Voltage (V) from Locomotive to OBN Chassis,OBN,Presidio,Others,integer,integer,{}
0x4100,ZCC manual.aid,ZCC manual.aid,Platform,"Lilee Systems, Ltd.",Others,string,string,{}
0x4100,ZCC manual.aid,ZCC manual.aid,Radio,"Meteorcomm,LLC",Others,string,string,{}
0x4100,      Module4 Name                   ,Module4 Name,Wayside Interface Unit,Invensys,Others,string,string,{}
0x4101,Input Current,Supply Current Draw (A) from Locomotive by OBN Chassis,OBN,Presidio,Others,integer,integer,{}
0x4101,      Module4 Type                   ,Module4 Type,Wayside Interface Unit,Invensys,Others,string,string,{}
